"Fecha","Adj_close"
2025-10-16,509.491333007812
2025-10-17,511.453216552734
2025-10-20,514.649841308594
2025-10-21,515.516296386719
2025-10-22,518.384338378906
2025-10-23,518.404296875
2025-10-24,521.441650390625
2025-10-27,529.318969726562
2025-10-28,539.8251953125
2025-10-29,539.307312011719
2025-10-30,523.582763671875
2025-10-31,515.665649414062
2025-11-03,514.888916015625
2025-11-04,512.200134277344
2025-11-05,505.059783935547
2025-11-06,495.041442871094
2025-11-07,494.762603759766
2025-11-10,503.904602050781
2025-11-11,506.573486328125
2025-11-12,509.023315429688
2025-11-13,501.205810546875
2025-11-14,508.067291259766
2025-11-17,505.388427734375
2025-11-18,491.745178222656
2025-11-19,485.102783203125
2025-11-20,477.340484619141
2025-11-21,471.044860839844
2025-11-24,472.920593261719
2025-11-25,475.903747558594
2025-11-26,484.394378662109
2025-11-28,490.889587402344
2025-12-01,485.631561279297
2025-12-02,488.884155273438
2025-12-03,476.64208984375
2025-12-04,479.744995117188
2025-12-05,482.059722900391
2025-12-08,489.901824951172
2025-12-09,490.899536132812
2025-12-10,477.470184326172
2025-12-11,482.369018554688
2025-12-12,477.440277099609
2025-12-15,473.738708496094
2025-12-16,475.305145263672
2025-12-17,475.035736083984
2025-12-18,482.877868652344
2025-12-19,484.813446044922
2025-12-22,483.815734863281
2025-12-23,485.741333007812
2025-12-24,486.908630371094
2025-12-26,486.599365234375
2025-12-29,485.990753173828
2025-12-30,486.369903564453
2025-12-31,482.518676757812
2026-01-02,471.863006591797
2026-01-05,471.773193359375
2026-01-06,477.420318603516
2026-01-07,482.369018554688
2026-01-08,477.021209716797
2026-01-09,478.188568115234
2026-01-12,476.093322753906
2026-01-13,469.598175048828
2026-01-14,458.333892822266
2026-01-15,455.620086669922
2026-01-16,458.812774658203
2026-01-20,453.484924316406
2026-01-21,443.0986328125
2026-01-22,450.112640380859
2026-01-23,464.888916015625
2026-01-26,469.209045410156
2026-01-27,479.485595703125
2026-01-28,480.533203125
2026-01-29,432.512817382812
2026-01-30,429.310119628906
2026-02-02,422.405883789062
2026-02-03,410.273559570312
2026-02-04,413.246795654297
2026-02-05,392.773529052734
2026-02-06,400.226501464844
2026-02-09,412.658142089844
2026-02-10,412.328857421875
2026-02-11,403.449127197266
2026-02-12,400.924896240234
2026-02-13,400.406097412109
2026-02-17,395.956237792969
2026-02-18,398.690002441406
2026-02-19,398.459991455078
2026-02-20,397.230010986328
2026-02-23,384.470001220703
2026-02-24,389
2026-02-25,400.600006103516
2026-02-26,401.720001220703
2026-02-27,392.739990234375
2026-03-02,398.549987792969
2026-03-03,403.929992675781
2026-03-04,405.200012207031
2026-03-05,410.679992675781
2026-03-06,408.959991455078
2026-03-09,409.410003662109
2026-03-10,405.760009765625
2026-03-11,404.880004882812
2026-03-12,401.859985351562
2026-03-13,395.549987792969
2026-03-16,399.950012207031
2026-03-17,399.410003662109
2026-03-18,391.790008544922
2026-03-19,389.019989013672
2026-03-20,381.869995117188
2026-03-23,383
2026-03-24,372.739990234375
2026-03-25,371.040008544922
2026-03-26,365.970001220703
2026-03-27,356.769989013672
2026-03-30,358.959991455078
2026-03-31,370.170013427734
2026-04-01,369.369995117188
2026-04-02,373.459991455078
2026-04-06,372.880004882812
2026-04-07,372.290008544922
2026-04-08,374.329986572266
2026-04-09,373.070007324219
2026-04-10,370.869995117188
2026-04-13,384.369995117188
2026-04-14,393.109985351562
2026-04-15,411.220001220703
2026-04-16,420.260009765625
2026-04-17,422.790008544922
2026-04-20,418.070007324219
2026-04-21,424.160003662109
2026-04-22,432.920013427734
2026-04-23,415.75
2026-04-24,424.619995117188
2026-04-27,424.820007324219
2026-04-28,429.25
2026-04-29,424.459991455078
2026-04-30,407.779998779297
